,track_urs,track_names,release_dates,artists_info,artist_names,artist_pops,artists_genres,albums,tracks_pop
47,spotify:track:5uvZfljDbA41GhWbD3G89Z,Colombia,2013-01-25,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ'}, 'followers': {'href': None, 'total': 610335}, 'genres': ['indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'stomp and holler'], 'href': 'https://api.spotify.com/v1/artists/75dQReiBOHN37fQgWQrIAJ', 'id': '75dQReiBOHN37fQgWQrIAJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc1625acb53f95c84cad7aae3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c1625acb53f95c84cad7aae3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c1625acb53f95c84cad7aae3', 'width': 160}], 'name': 'Local Natives', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:75dQReiBOHN37fQgWQrIAJ'}",Local Natives,59,"['indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'stomp and holler']",Hummingbird,0
48,spotify:track:2mlGPkAx4kwF8Df0GlScsC,Buttercup,2017-03-25,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1vVHevk2PD45epYnDi9CCc'}, 'followers': {'href': None, 'total': 1357786}, 'genres': ['pittsburgh indie'], 'href': 'https://api.spotify.com/v1/artists/1vVHevk2PD45epYnDi9CCc', 'id': '1vVHevk2PD45epYnDi9CCc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273affdacd1466cdde505ab97ee', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f65bfa6478ec5f1895d37d8f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851affdacd1466cdde505ab97ee', 'width': 64}], 'name': 'Jack Stauber', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:1vVHevk2PD45epYnDi9CCc'}",Jack Stauber,62,['pittsburgh indie'],Pop Food,72
49,spotify:track:5oDNfTnNClOyD40Nu6iFQG,Royan,2018-03-16,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mHTS3stAYCszPZ2PRa8QU'}, 'followers': {'href': None, 'total': 27818}, 'genres': ['french indie pop', 'french indietronica', 'french psychedelic'], 'href': 'https://api.spotify.com/v1/artists/1mHTS3stAYCszPZ2PRa8QU', 'id': '1mHTS3stAYCszPZ2PRa8QU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebea48c1930fe7f76ed6c93fcb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ea48c1930fe7f76ed6c93fcb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ea48c1930fe7f76ed6c93fcb', 'width': 160}], 'name': 'Frànçois & The Atlas Mountains', 'popularity': 35, 'type': 'artist', 'uri': 'spotify:artist:1mHTS3stAYCszPZ2PRa8QU'}",Frànçois & The Atlas Mountains,35,"['french indie pop', 'french indietronica', 'french psychedelic']",Royan,34
50,spotify:track:0i8nJx8tsHfRMGHDvNmNXM,For the Time Being,2019-12-13,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/12AnGvqOxseM5VJLyO5yBs'}, 'followers': {'href': None, 'total': 146477}, 'genres': ['alternative dance', 'bergen indie', 'electronica'], 'href': 'https://api.spotify.com/v1/artists/12AnGvqOxseM5VJLyO5yBs', 'id': '12AnGvqOxseM5VJLyO5yBs', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaedb7322d0cbdff50957fbf9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174aedb7322d0cbdff50957fbf9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178aedb7322d0cbdff50957fbf9', 'width': 160}], 'name': 'Erlend Øye', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:12AnGvqOxseM5VJLyO5yBs'}",Erlend Øye,47,"['alternative dance', 'bergen indie', 'electronica']",For the Time Being,45
51,spotify:track:65O6zPSisPj2AvAjaY4Bfg,Healthy Moon,2016-02-05,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4OrizGCKhOrW6iDDJHN9xd'}, 'followers': {'href': None, 'total': 314345}, 'genres': ['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie rock', 'indie surf', 'modern alternative rock', 'modern dream pop', 'modern rock', 'neo-psychedelic', 'nu gaze', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/4OrizGCKhOrW6iDDJHN9xd', 'id': '4OrizGCKhOrW6iDDJHN9xd', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2d8c6997462537503b40693b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742d8c6997462537503b40693b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782d8c6997462537503b40693b', 'width': 160}], 'name': 'DIIV', 'popularity': 50, 'type': 'artist', 'uri': 'spotify:artist:4OrizGCKhOrW6iDDJHN9xd'}",DIIV,50,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie rock', 'indie surf', 'modern alternative rock', 'modern dream pop', 'modern rock', 'neo-psychedelic', 'nu gaze', 'shoegaze']",Is the Is Are,0
52,spotify:track:5Gu09NwvVEBJ2xa3hHrLWq,Heavenly,2019-10-25,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj'}, 'followers': {'href': None, 'total': 4752023}, 'genres': ['ambient pop', 'dream pop', 'el paso indie', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/1QAJqy2dA3ihHBFIHRphZj', 'id': '1QAJqy2dA3ihHBFIHRphZj', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb184c693111b41bc7f101ce8a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174184c693111b41bc7f101ce8a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178184c693111b41bc7f101ce8a', 'width': 160}], 'name': 'Cigarettes After Sex', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:1QAJqy2dA3ihHBFIHRphZj'}",Cigarettes After Sex,80,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Cry,0
53,spotify:track:02u3QPmnizDzeVNILOTuTq,Kreuzberg,2007,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3MM8mtgFzaEJsqbjZBSsHJ'}, 'followers': {'href': None, 'total': 1034958}, 'genres': ['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3MM8mtgFzaEJsqbjZBSsHJ', 'id': '3MM8mtgFzaEJsqbjZBSsHJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaedaa06a45e223f66a686556', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174aedaa06a45e223f66a686556', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178aedaa06a45e223f66a686556', 'width': 160}], 'name': 'Bloc Party', 'popularity': 60, 'type': 'artist', 'uri': 'spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ'}",Bloc Party,60,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock']",A Weekend In the City,0
54,spotify:track:3Bz9WwW6dBFy4bSUaQVR60,Yam Yam,2017-11-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/32zeX1IoVKAGWMyy1isKUq'}, 'followers': {'href': None, 'total': 357940}, 'genres': ['indie garage rock', 'indie pop', 'indie surf'], 'href': 'https://api.spotify.com/v1/artists/32zeX1IoVKAGWMyy1isKUq', 'id': '32zeX1IoVKAGWMyy1isKUq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeaac42eac6aebb8cdd0c39ec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eaac42eac6aebb8cdd0c39ec', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eaac42eac6aebb8cdd0c39ec', 'width': 160}], 'name': 'No Vacation', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:32zeX1IoVKAGWMyy1isKUq'}",No Vacation,57,"['indie garage rock', 'indie pop', 'indie surf']",Intermission,30
55,spotify:track:2UBI3dlpi3ltnYntiE2KOk,Reaper,2017-11-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/32zeX1IoVKAGWMyy1isKUq'}, 'followers': {'href': None, 'total': 357940}, 'genres': ['indie garage rock', 'indie pop', 'indie surf'], 'href': 'https://api.spotify.com/v1/artists/32zeX1IoVKAGWMyy1isKUq', 'id': '32zeX1IoVKAGWMyy1isKUq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeaac42eac6aebb8cdd0c39ec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eaac42eac6aebb8cdd0c39ec', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eaac42eac6aebb8cdd0c39ec', 'width': 160}], 'name': 'No Vacation', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:32zeX1IoVKAGWMyy1isKUq'}",No Vacation,57,"['indie garage rock', 'indie pop', 'indie surf']",Intermission,53
56,spotify:track:3n3ZEnjNAHTMoRvhoSx1gx,Mind Fields,2017-11-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/32zeX1IoVKAGWMyy1isKUq'}, 'followers': {'href': None, 'total': 357940}, 'genres': ['indie garage rock', 'indie pop', 'indie surf'], 'href': 'https://api.spotify.com/v1/artists/32zeX1IoVKAGWMyy1isKUq', 'id': '32zeX1IoVKAGWMyy1isKUq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeaac42eac6aebb8cdd0c39ec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eaac42eac6aebb8cdd0c39ec', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eaac42eac6aebb8cdd0c39ec', 'width': 160}], 'name': 'No Vacation', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:32zeX1IoVKAGWMyy1isKUq'}",No Vacation,57,"['indie garage rock', 'indie pop', 'indie surf']",Intermission,31
57,spotify:track:7pD6katrwWH7H3Xt8cIZS9,Lemon Glow,2018-05-11,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY'}, 'followers': {'href': None, 'total': 1608926}, 'genres': ['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop'], 'href': 'https://api.spotify.com/v1/artists/56ZTgzPBDge0OvCGgMO3OY', 'id': '56ZTgzPBDge0OvCGgMO3OY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b3e38a46a56a423d8f741c09', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b3e38a46a56a423d8f741c09', 'width': 160}], 'name': 'Beach House', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:56ZTgzPBDge0OvCGgMO3OY'}",Beach House,71,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",7,0
58,spotify:track:3stWWPN41byqp8loPdy92u,Master of None,2006-10-03,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY'}, 'followers': {'href': None, 'total': 1608926}, 'genres': ['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop'], 'href': 'https://api.spotify.com/v1/artists/56ZTgzPBDge0OvCGgMO3OY', 'id': '56ZTgzPBDge0OvCGgMO3OY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b3e38a46a56a423d8f741c09', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b3e38a46a56a423d8f741c09', 'width': 160}], 'name': 'Beach House', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:56ZTgzPBDge0OvCGgMO3OY'}",Beach House,71,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",Beach House,60
59,spotify:track:6AvF9jXnTSFwg8EhcO2qkA,Rough Song,2015-10-16,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY'}, 'followers': {'href': None, 'total': 1608926}, 'genres': ['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop'], 'href': 'https://api.spotify.com/v1/artists/56ZTgzPBDge0OvCGgMO3OY', 'id': '56ZTgzPBDge0OvCGgMO3OY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b3e38a46a56a423d8f741c09', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b3e38a46a56a423d8f741c09', 'width': 160}], 'name': 'Beach House', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:56ZTgzPBDge0OvCGgMO3OY'}",Beach House,71,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",Thank Your Lucky Stars,0
60,spotify:track:7H4AhGitjSmRZxKMaeH9wX,Sleep Apnea,2013-02-19,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC'}, 'followers': {'href': None, 'total': 470906}, 'genres': ['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/1bwUhKRmEkOZ1wuTnV9XjC', 'id': '1bwUhKRmEkOZ1wuTnV9XjC', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf03d553dda88c27c42f07a7b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f03d553dda88c27c42f07a7b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f03d553dda88c27c42f07a7b', 'width': 160}], 'name': 'Beach Fossils', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:1bwUhKRmEkOZ1wuTnV9XjC'}",Beach Fossils,57,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze']",Clash The Truth,0
61,spotify:track:251lM96DbNbBzUrSuDcP6y,Adversity,2011-03-08,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC'}, 'followers': {'href': None, 'total': 470906}, 'genres': ['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/1bwUhKRmEkOZ1wuTnV9XjC', 'id': '1bwUhKRmEkOZ1wuTnV9XjC', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf03d553dda88c27c42f07a7b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f03d553dda88c27c42f07a7b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f03d553dda88c27c42f07a7b', 'width': 160}], 'name': 'Beach Fossils', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:1bwUhKRmEkOZ1wuTnV9XjC'}",Beach Fossils,57,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze']",What a Pleasure,0
62,spotify:track:4LRSIpUvaraKFoFeUalVlS,Feathers,2021-04-09,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4cNiCiyVjl5qDdJYqiuxxX'}, 'followers': {'href': None, 'total': 1263}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/4cNiCiyVjl5qDdJYqiuxxX', 'id': '4cNiCiyVjl5qDdJYqiuxxX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb72a946c23cd73db336a8e7be', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517472a946c23cd73db336a8e7be', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17872a946c23cd73db336a8e7be', 'width': 160}], 'name': 'Calundé', 'popularity': 29, 'type': 'artist', 'uri': 'spotify:artist:4cNiCiyVjl5qDdJYqiuxxX'}",Calundé,29,[],Feathers,9
63,spotify:track:0hoN0N7whS5DvjqZcbFUs7,Tall Saint - Demo,2008-05-19,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']","A Skin, A Night + The Virginia EP",21
64,spotify:track:5i0kg0Q8tdAKvzFT4w3uEH,Something Changed,2022-04-12,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3WaJSfKnzc65VDgmj2zU8B'}, 'followers': {'href': None, 'total': 1443793}, 'genres': ['alternative rock', 'indie rock', 'modern rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3WaJSfKnzc65VDgmj2zU8B', 'id': '3WaJSfKnzc65VDgmj2zU8B', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb120d51babe5e6770b00ac3c6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174120d51babe5e6770b00ac3c6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178120d51babe5e6770b00ac3c6', 'width': 160}], 'name': 'Interpol', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:3WaJSfKnzc65VDgmj2zU8B'}",Interpol,64,"['alternative rock', 'indie rock', 'modern rock', 'rock']",Something Changed,37
65,spotify:track:4iVTSRiJAA18d3QglhyJ6Q,A Forest,1980-04-18,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7bu3H8JO7d0UbMoVzbo70s'}, 'followers': {'href': None, 'total': 3915110}, 'genres': ['new wave', 'permanent wave', 'rock', 'uk post-punk'], 'href': 'https://api.spotify.com/v1/artists/7bu3H8JO7d0UbMoVzbo70s', 'id': '7bu3H8JO7d0UbMoVzbo70s', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/7ca743e822b80133971ccf5c70fcbd77a4f4f508', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/2cb2e14783685fd3d27006891aaaa35fc53cd82d', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/9e1ed6613ac0ef103fbfca3c11ff35fec8d9c6b1', 'width': 64}], 'name': 'The Cure', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:7bu3H8JO7d0UbMoVzbo70s'}",The Cure,73,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",Seventeen Seconds,63
66,spotify:track:3iv3ixnMLwalXJuxWXgX7S,A Man At the Frontier,2009-04-20,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/431y11S99Psw8gjYnkcIjH'}, 'followers': {'href': None, 'total': 618}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/431y11S99Psw8gjYnkcIjH', 'id': '431y11S99Psw8gjYnkcIjH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ea2106bb0e048ea05a14068a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ea2106bb0e048ea05a14068a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ea2106bb0e048ea05a14068a', 'width': 64}], 'name': 'Marc Morvan', 'popularity': 11, 'type': 'artist', 'uri': 'spotify:artist:431y11S99Psw8gjYnkcIjH'}",Marc Morvan,11,[],Udolpho,27
67,spotify:track:2OfdoMnCxYAvLXHwUztdrl,About Today - Live,2008-05-19,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']","A Skin, A Night + The Virginia EP",29
68,spotify:track:1L3FZqeMCMbrV0CGAM6nYW,You're Not with Me,2017-11-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/32zeX1IoVKAGWMyy1isKUq'}, 'followers': {'href': None, 'total': 357940}, 'genres': ['indie garage rock', 'indie pop', 'indie surf'], 'href': 'https://api.spotify.com/v1/artists/32zeX1IoVKAGWMyy1isKUq', 'id': '32zeX1IoVKAGWMyy1isKUq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeaac42eac6aebb8cdd0c39ec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eaac42eac6aebb8cdd0c39ec', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eaac42eac6aebb8cdd0c39ec', 'width': 160}], 'name': 'No Vacation', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:32zeX1IoVKAGWMyy1isKUq'}",No Vacation,57,"['indie garage rock', 'indie pop', 'indie surf']",Intermission,57
69,spotify:track:4Isn9476YXari5iQhCjdzR,Paradise,2012-08-27,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6NrkINd80slV25wkBu9mEB'}, 'followers': {'href': None, 'total': 278842}, 'genres': ['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/6NrkINd80slV25wkBu9mEB', 'id': '6NrkINd80slV25wkBu9mEB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1843e2b99b33e6af89dd1a77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741843e2b99b33e6af89dd1a77', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781843e2b99b33e6af89dd1a77', 'width': 160}], 'name': 'Wild Nothing', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:6NrkINd80slV25wkBu9mEB'}",Wild Nothing,47,"['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze']",Nocturne,38
70,spotify:track:4qgGCXRkLkPvYKSmrUEEZl,Bluebird - CCTV Sessions,2013-01-31,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FQqZYVfTNQ1pCqfkwVFEa'}, 'followers': {'href': None, 'total': 1278915}, 'genres': ['indie rock', 'modern rock', 'oxford indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6FQqZYVfTNQ1pCqfkwVFEa', 'id': '6FQqZYVfTNQ1pCqfkwVFEa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe7b5d168c13ddba810b430dd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e7b5d168c13ddba810b430dd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e7b5d168c13ddba810b430dd', 'width': 160}], 'name': 'Foals', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa'}",Foals,64,"['indie rock', 'modern rock', 'oxford indie', 'rock']",Holy Fire,25
71,spotify:track:3655hq7JZCaQKIXSmKARMT,Brainy,2007-05-21,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Boxer,39
72,spotify:track:69UqtTHfUKAJweQwEStRzC,Sunsetz,2017-06-09,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj'}, 'followers': {'href': None, 'total': 4752023}, 'genres': ['ambient pop', 'dream pop', 'el paso indie', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/1QAJqy2dA3ihHBFIHRphZj', 'id': '1QAJqy2dA3ihHBFIHRphZj', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb184c693111b41bc7f101ce8a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174184c693111b41bc7f101ce8a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178184c693111b41bc7f101ce8a', 'width': 160}], 'name': 'Cigarettes After Sex', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:1QAJqy2dA3ihHBFIHRphZj'}",Cigarettes After Sex,80,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Cigarettes After Sex,77
